consideration_id,tag_id
c3727f3f-d514-451c-a666-9eaffdce6e70,24779d44-7d4c-4b85-ad33-8e8a599dcae1
45697341-5c2e-42f6-89be-051f1c9ead70,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0a1e68f1-1bab-4c3b-a7c0-e275b2010ab9,184f9c68-19a4-4c1e-b91d-6f685c563f10
8e31b7e6-87b2-4daa-8e11-26b863750bc6,184f9c68-19a4-4c1e-b91d-6f685c563f10
d6af1726-f5e6-49df-8808-80b4449a97d3,cb0091da-ac9b-4422-9d83-79d2c764fd89
9d38e216-3284-41d5-b32e-4c527b507c55,629d533a-9479-4c18-8e28-29c28b21e185
c2407dfa-2fa4-42ee-a665-00ea48d6e137,99820bb1-7884-48c3-9a2f-965e7b207686
770529fd-b90e-438e-96c9-e0b0fae08c7b,493e532f-6421-4e8e-b842-74d5a4fc136a
c8dd083f-978f-49f1-a7d1-08a11d012c84,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c066a7f8-fd53-422a-a9d6-79290c819e05,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c066a7f8-fd53-422a-a9d6-79290c819e05,d9fbb353-c56e-4f54-a85f-faca45119b95
704d7aa2-90d5-4bae-ae28-8c8908533241,24779d44-7d4c-4b85-ad33-8e8a599dcae1
fbf6a8c0-c8ed-496d-a7cb-8427c500becf,24779d44-7d4c-4b85-ad33-8e8a599dcae1
75e947d4-948b-40ac-9f4a-dcf5067732d6,24779d44-7d4c-4b85-ad33-8e8a599dcae1
7b0a37be-abae-4bbc-aca1-d53cf20bbe1c,24779d44-7d4c-4b85-ad33-8e8a599dcae1
6249d754-3f41-4de2-b14c-719ba09d5644,24779d44-7d4c-4b85-ad33-8e8a599dcae1
7e3d7fc7-fe1b-4307-afdc-300f2e3a2958,d2099b9a-a04d-4179-a8a8-3386757bf384
7e3d7fc7-fe1b-4307-afdc-300f2e3a2958,99820bb1-7884-48c3-9a2f-965e7b207686
2c6607da-f515-446d-97be-8f336dd5e91c,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c4466289-4ac5-4ca8-b80a-eadb8d6277f3,650995b2-e29f-4aef-9b49-43c6939f195c
a0732327-1461-4ea5-ad15-a9ff713cd31a,650995b2-e29f-4aef-9b49-43c6939f195c
e548e3af-5493-47a1-87e3-ef3fc3c51ef1,24779d44-7d4c-4b85-ad33-8e8a599dcae1
1f220f71-ecf0-4813-ad3b-f58cad6e7429,24779d44-7d4c-4b85-ad33-8e8a599dcae1
646f5ef5-d648-4ef8-9d6d-bc718d1560cb,24779d44-7d4c-4b85-ad33-8e8a599dcae1
aa6c8827-622b-4d1b-aad1-135e6fe41d90,f1649766-aa89-4711-a90d-8b7e4c745d2c
aa6c8827-622b-4d1b-aad1-135e6fe41d90,0e2c90ee-a3ff-441d-b732-95c3997c2762
c33ceb8a-a42d-4d3b-9a0b-4807095b7b09,24779d44-7d4c-4b85-ad33-8e8a599dcae1
2f0ac624-3d9d-49d5-bd57-f4007e39da4b,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c0366bf5-3e08-4d40-b25e-582a7cdcec3c,24779d44-7d4c-4b85-ad33-8e8a599dcae1
eac0d98d-092e-4c72-8784-51c209a67597,24779d44-7d4c-4b85-ad33-8e8a599dcae1
4229009a-e88f-449e-9df8-3f77ebf79d87,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0d43fb3b-8f09-4797-8633-62bb084f2a6a,650995b2-e29f-4aef-9b49-43c6939f195c
b81f5d53-6592-4957-b2d9-f57aa713c62e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
45f27fed-ab64-4bc1-b205-93c134551a30,24779d44-7d4c-4b85-ad33-8e8a599dcae1
b9eae164-1b69-476b-90b5-2c87cb913137,24779d44-7d4c-4b85-ad33-8e8a599dcae1
891c1587-03a6-4efe-a004-3f5944ed2b45,24779d44-7d4c-4b85-ad33-8e8a599dcae1
bb197292-88e0-41ab-b182-73937ce7043a,24779d44-7d4c-4b85-ad33-8e8a599dcae1
44c801fc-1f08-4680-abae-a80025c8f972,24779d44-7d4c-4b85-ad33-8e8a599dcae1
bf7eed69-2ffb-406b-9fbb-4b89f055e6a4,24779d44-7d4c-4b85-ad33-8e8a599dcae1
5e813aeb-81f8-4741-b139-5425772eefa6,650995b2-e29f-4aef-9b49-43c6939f195c
c8943f13-e7ff-409f-9122-e0fc01eeb373,24779d44-7d4c-4b85-ad33-8e8a599dcae1
90bd1f3a-3d4f-44a7-b2f0-0d7a5547204f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
41af4453-0387-4586-988b-2f73f4b3d6d3,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f42754d6-18a6-4b67-9ebf-8bb896274753,24779d44-7d4c-4b85-ad33-8e8a599dcae1
db113003-4c6f-47dc-a7ab-89ec23d8aad3,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f48caca1-7a4c-4e70-91a6-a5020542d748,24779d44-7d4c-4b85-ad33-8e8a599dcae1
3241e04a-d0eb-4890-a50f-3a5b0c5d9a86,24779d44-7d4c-4b85-ad33-8e8a599dcae1
c32ce6bc-6332-4b4f-b2d5-623146955f58,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f0af8437-2748-44f9-9e8a-fd23e41ef5f3,24779d44-7d4c-4b85-ad33-8e8a599dcae1
b2e17328-e974-433c-abeb-39940e061a9c,24779d44-7d4c-4b85-ad33-8e8a599dcae1
97b2958b-3fd4-42a7-a555-d9ff3ea62884,24779d44-7d4c-4b85-ad33-8e8a599dcae1
050d58b4-c8de-4fe7-9477-efc14bf402b7,24779d44-7d4c-4b85-ad33-8e8a599dcae1
3ce85739-1a7e-4e77-8a38-9c574641d426,24779d44-7d4c-4b85-ad33-8e8a599dcae1
4f33f73e-9acd-479b-a9d0-27c1b314b88a,24779d44-7d4c-4b85-ad33-8e8a599dcae1
d7a60592-1265-46fe-a301-6b3d8cfe68d1,24779d44-7d4c-4b85-ad33-8e8a599dcae1
df4f4187-d0fb-4d3a-b78f-dfe7b8796832,24779d44-7d4c-4b85-ad33-8e8a599dcae1
e17adf66-a4d2-4e84-9ea2-e594aa85fd8e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
eb813a68-15f2-43d7-bd06-9620da2bb034,24779d44-7d4c-4b85-ad33-8e8a599dcae1
70409ed1-3a82-41ea-a478-3eabdf7c8dc0,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0de006ed-cc21-44b7-a8a6-823d18ffa259,24779d44-7d4c-4b85-ad33-8e8a599dcae1
0de006ed-cc21-44b7-a8a6-823d18ffa259,4fa85736-b266-408a-8863-9dcbdca81180
354a5da8-4919-48f2-ac55-5945f025b4c1,24779d44-7d4c-4b85-ad33-8e8a599dcae1
bd32868f-79d0-4663-a018-41346cc1083e,24779d44-7d4c-4b85-ad33-8e8a599dcae1
7782ee42-f96d-4d21-b383-73838a78589f,24779d44-7d4c-4b85-ad33-8e8a599dcae1
a466268d-1408-408b-bb86-4f849d208fea,650995b2-e29f-4aef-9b49-43c6939f195c
223d97ca-1f01-44eb-b0c7-f3515f5a6431,24779d44-7d4c-4b85-ad33-8e8a599dcae1
f5cf16a1-dec6-47e5-bdd5-b9b30ec8a382,24779d44-7d4c-4b85-ad33-8e8a599dcae1
